post_id,timestamp,group,text_len,has_images,durable_score,keep,reason,topics,cluster
347,"sep 22, 2025 2:34:16 pm",Españoles que realmente se ayudan en Suiza,1101,1,5.67,1,informational,Events and culture,Vida local: eventos y cultura
348,"sep 23, 2025 7:40:02 am",EspaÑoles en Ginebra,1187,1,5.96,1,informational,Immigration and permits; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
349,"sep 23, 2025 3:15:08 pm",Españoles que realmente se ayudan en Suiza,0,1,0.00,0,empty,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
350,"sep 23, 2025 3:15:08 pm",Españoles que realmente se ayudan en Suiza,0,1,0.00,0,empty,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
351,"sep 23, 2025 3:15:08 pm",Españoles que realmente se ayudan en Suiza,1705,1,7.68,1,informational,Swiss institutions; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
352,"sep 23, 2025 3:35:14 pm",EspaÑoles en Ginebra,1515,1,7.05,1,informational,Health system; Local rules in Geneva; Fraud alerts,Alertas: fraudes y estafas
353,"sep 24, 2025 7:33:58 am",Españoles que realmente se ayudan en Suiza,1579,1,7.26,1,informational,Swiss politics,Sistema suizo: política y democracia directa
354,"sep 24, 2025 7:35:02 am",EspaÑoles en Ginebra,1301,1,6.34,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva; Community life; Events and culture,Vida local: Ginebra (normas y multas)
355,"sep 24, 2025 5:15:02 pm",Españoles que realmente se ayudan en Suiza,315,0,1.05,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
356,"sep 24, 2025 5:32:06 pm",EspaÑoles en Ginebra,1116,1,5.72,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
357,"sep 24, 2025 6:34:37 pm",Españoles que realmente se ayudan en Suiza,323,1,1.08,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
358,"sep 24, 2025 6:49:04 pm",EspaÑoles en Ginebra,160,1,0.53,0,short-link,(unclassified),Miscelánea (EspaÑoles en Ginebra)
359,"sep 24, 2025 7:14:54 pm",Punto de encuentro: Suiza,905,1,5.02,1,informational,(unclassified),Miscelánea (Punto de encuentro: Suiza)
360,"sep 24, 2025 7:20:25 pm",Españoles que realmente se ayudan en Suiza,905,1,5.02,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
361,"sep 25, 2025 6:54:36 am",Españoles que realmente se ayudan en Suiza,1574,1,7.25,1,informational,Swiss institutions; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
362,"sep 25, 2025 7:40:02 am",EspaÑoles en Ginebra,2221,1,9.40,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
363,"sep 25, 2025 2:11:38 pm",Españoles que realmente se ayudan en Suiza,82,0,0.27,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
364,"sep 25, 2025 8:24:56 pm",EspaÑoles en Ginebra,1022,1,5.41,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
365,"sep 26, 2025 7:40:01 am",Españoles que realmente se ayudan en Suiza,2518,1,10.39,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
366,"sep 26, 2025 4:45:35 pm",Españoles que realmente se ayudan en Suiza,1228,1,6.09,1,informational,Working in Switzerland; Housing; Local rules in Geneva; Fraud alerts,Alertas: fraudes y estafas
367,"sep 27, 2025 7:10:41 am",Españoles que realmente se ayudan en Suiza,8992,1,31.97,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
368,"sep 27, 2025 6:55:01 pm",EspaÑoles en Ginebra,817,1,4.72,1,informational,Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
369,"sep 28, 2025 7:46:37 am",Españoles que realmente se ayudan en Suiza,1076,1,5.59,1,informational,Working in Switzerland; Health system,Salud: LAMal y sistema sanitario
370,"sep 28, 2025 7:00:55 pm",EspaÑoles en Ginebra,1422,1,6.74,1,informational,Swiss institutions; Housing; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
371,"sep 29, 2025 9:57:31 am",Españoles que realmente se ayudan en Suiza,1423,1,6.74,1,informational,Swiss institutions; Housing; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
372,"sep 30, 2025 7:50:44 am",Españoles que realmente se ayudan en Suiza,722,1,4.41,1,informational,Events and culture,Vida local: eventos y cultura
373,"sep 30, 2025 1:40:01 pm",Españoles que realmente se ayudan en Suiza,926,1,5.09,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
374,"sep 30, 2025 8:20:01 pm",Españoles que realmente se ayudan en Suiza,1527,1,7.09,1,informational,Immigration and permits,Trámites: permisos y residencia
375,"oct 01, 2025 6:00:58 am",Españoles que realmente se ayudan en Suiza,2907,1,11.69,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Health system,Trámites: permisos y residencia
376,"oct 02, 2025 7:35:25 am",Españoles que realmente se ayudan en Suiza,1071,1,5.57,1,informational,Working in Switzerland; Health system,Salud: LAMal y sistema sanitario
377,"oct 02, 2025 12:54:36 pm",Españoles que realmente se ayudan en Suiza,2065,1,8.88,1,informational,Immigration and permits; Working in Switzerland; Swiss politics,Trámites: permisos y residencia
378,"oct 03, 2025 7:04:12 am",Españoles que realmente se ayudan en Suiza,818,1,4.73,1,informational,Swiss institutions,Miscelánea (Españoles que realmente se ayudan en Suiza)
379,"oct 03, 2025 8:15:26 am",EspaÑoles en Ginebra,590,1,3.97,1,informational,Community life,Comunidad: vida del grupo
380,"oct 03, 2025 11:13:09 am",EspaÑoles en Ginebra,1110,1,5.70,1,informational,Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
381,"oct 03, 2025 1:41:47 pm",Españoles que realmente se ayudan en Suiza,1110,1,5.70,1,informational,Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
382,"oct 03, 2025 2:27:13 pm",EspaÑoles en Ginebra,35,1,0.12,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
383,"oct 03, 2025 7:37:04 pm",EspaÑoles en Ginebra,647,1,4.16,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
384,"oct 05, 2025 6:47:03 pm",Españoles que realmente se ayudan en Suiza,2950,1,11.83,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
385,"oct 07, 2025 9:03:29 pm",Españoles que realmente se ayudan en Suiza,1234,1,6.11,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
386,"oct 08, 2025 7:45:52 am",Españoles que realmente se ayudan en Suiza,1340,1,6.47,1,informational,Events and culture,Vida local: eventos y cultura
387,"oct 08, 2025 1:24:24 pm",Españoles que realmente se ayudan en Suiza,1412,1,6.71,1,informational,Swiss institutions; Working in Switzerland; Swiss politics,"Trabajo: empleo, contratos y derechos"
388,"oct 08, 2025 7:23:42 pm",Españoles que realmente se ayudan en Suiza,682,0,4.27,1,informational,Working in Switzerland; Housing; Fraud alerts,Alertas: fraudes y estafas
389,"oct 09, 2025 8:30:10 am",Españoles que realmente se ayudan en Suiza,1833,1,8.11,1,informational,Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
390,"oct 09, 2025 7:04:11 pm",EspaÑoles en Ginebra,1385,1,6.62,1,informational,Swiss institutions; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
391,"oct 09, 2025 7:40:29 pm",Españoles que realmente se ayudan en Suiza,1587,1,7.29,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
392,"oct 10, 2025 9:25:13 am",Españoles que realmente se ayudan en Suiza,4001,1,15.34,1,informational,Swiss institutions; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
393,"oct 10, 2025 10:07:25 am",Españoles que realmente se ayudan en Suiza,831,0,4.77,1,informational,Working in Switzerland; Housing; Community life,Vivienda: alquiler y contratos
394,"oct 10, 2025 1:12:19 pm",EspaÑoles en Ginebra,1002,1,5.34,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
395,"oct 11, 2025 8:22:00 am",Españoles que realmente se ayudan en Suiza,1081,1,5.60,1,informational,Housing; Cost of living,Vivienda: alquiler y contratos
396,"oct 11, 2025 10:34:27 am",EspaÑoles en Ginebra,1313,1,6.38,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
397,"oct 12, 2025 8:58:16 am",Españoles que realmente se ayudan en Suiza,3502,1,13.67,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
398,"oct 13, 2025 10:15:31 am",Españoles que realmente se ayudan en Suiza,3960,1,15.20,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
399,"oct 13, 2025 5:42:13 pm",EspaÑoles en Ginebra,1315,1,6.38,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
400,"oct 14, 2025 8:44:10 am",Españoles que realmente se ayudan en Suiza,3652,1,14.17,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing,Trámites: permisos y residencia
401,"oct 15, 2025 1:12:37 pm",Españoles que realmente se ayudan en Suiza,3997,1,15.32,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
402,"oct 15, 2025 1:38:33 pm",EspaÑoles en Ginebra,1302,1,6.34,1,informational,Community life,Comunidad: vida del grupo
403,"oct 16, 2025 6:25:24 pm",EspaÑoles en Ginebra,1367,1,6.56,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
404,"oct 16, 2025 7:44:33 pm",Españoles que realmente se ayudan en Suiza,4224,1,16.08,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
405,"oct 17, 2025 7:45:59 am",Españoles que realmente se ayudan en Suiza,6062,1,22.21,1,informational,Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
406,"oct 19, 2025 1:39:05 pm",Españoles que realmente se ayudan en Suiza,1512,1,7.04,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Cost of living,Trámites: permisos y residencia
407,"oct 19, 2025 3:34:20 pm",Españoles que realmente se ayudan en Suiza,586,1,1.95,0,low-density,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
408,"oct 19, 2025 8:25:01 pm",EspaÑoles en Ginebra,1512,1,7.04,1,informational,Working in Switzerland; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
409,"oct 19, 2025 8:35:01 pm",Españoles que realmente se ayudan en Suiza,2025,1,8.75,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
410,"oct 20, 2025 8:24:45 am",Españoles que realmente se ayudan en Suiza,1107,1,5.69,1,informational,Immigration and permits; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
411,"oct 20, 2025 8:27:51 pm",Españoles que realmente se ayudan en Suiza,1201,1,6.00,1,informational,Working in Switzerland; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
412,"oct 21, 2025 8:47:57 am",Españoles que realmente se ayudan en Suiza,1261,1,6.20,1,informational,Housing; Cost of living,Vivienda: alquiler y contratos
413,"oct 21, 2025 2:02:45 pm",Españoles que realmente se ayudan en Suiza,1129,0,5.76,1,informational,Immigration and permits; Events and culture,Trámites: permisos y residencia
414,"oct 21, 2025 8:22:23 pm",Españoles que realmente se ayudan en Suiza,1708,1,7.69,1,informational,Working in Switzerland; Housing; Swiss politics,Vivienda: alquiler y contratos
415,"oct 21, 2025 11:55:13 pm",Españoles que realmente se ayudan en Suiza,0,1,0.00,0,empty,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
416,"oct 21, 2025 11:55:13 pm",Españoles que realmente se ayudan en Suiza,0,1,0.00,0,empty,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
417,"oct 22, 2025 7:42:22 am",Españoles que realmente se ayudan en Suiza,1775,1,7.92,1,informational,Housing; Cost of living,Vivienda: alquiler y contratos
418,"oct 22, 2025 1:54:56 pm",Españoles que realmente se ayudan en Suiza,1018,1,5.39,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
419,"oct 22, 2025 8:20:00 pm",Españoles que realmente se ayudan en Suiza,1972,1,8.57,1,informational,Housing; Health system; Events and culture,Salud: LAMal y sistema sanitario
420,"oct 23, 2025 12:12:46 pm",Españoles que realmente se ayudan en Suiza,1543,1,7.14,1,informational,Swiss institutions; Cost of living; Swiss politics; Community life,Vida práctica: coste de vida
421,"oct 23, 2025 8:29:52 pm",Españoles que realmente se ayudan en Suiza,1705,1,7.68,1,informational,Swiss institutions; Immigration and permits; Local rules in Geneva,Vida local: Ginebra (normas y multas)
422,"oct 24, 2025 1:43:42 pm",Españoles que realmente se ayudan en Suiza,3031,1,12.10,1,informational,Swiss institutions; Working in Switzerland,"Trabajo: empleo, contratos y derechos"
423,"oct 25, 2025 8:20:00 am",Españoles que realmente se ayudan en Suiza,2731,1,11.10,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
424,"oct 25, 2025 8:40:58 am",EspaÑoles en Ginebra,1016,1,5.39,1,informational,Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
425,"oct 25, 2025 8:25:02 pm",EspaÑoles en Ginebra,1211,1,6.04,1,informational,(unclassified),Miscelánea (EspaÑoles en Ginebra)
426,"oct 25, 2025 8:25:06 pm",Españoles que realmente se ayudan en Suiza,1211,1,6.04,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
427,"oct 26, 2025 8:05:39 pm",Españoles que realmente se ayudan en Suiza,2507,1,10.36,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland,Trámites: permisos y residencia
428,"oct 27, 2025 8:28:43 am",Españoles que realmente se ayudan en Suiza,2609,1,10.70,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Community life,Trámites: permisos y residencia
429,"oct 27, 2025 1:11:13 pm",Españoles que realmente se ayudan en Suiza,1741,1,7.80,1,informational,Swiss institutions; Working in Switzerland; Swiss politics,"Trabajo: empleo, contratos y derechos"
430,"oct 27, 2025 8:08:41 pm",Españoles que realmente se ayudan en Suiza,2558,1,10.53,1,informational,Swiss institutions; Housing; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
431,"oct 28, 2025 8:24:37 am",Españoles que realmente se ayudan en Suiza,2162,1,9.21,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
432,"oct 28, 2025 1:27:36 pm",Españoles que realmente se ayudan en Suiza,1467,1,6.89,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
433,"oct 28, 2025 7:50:20 pm",EspaÑoles en Ginebra,1574,1,7.25,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
434,"oct 29, 2025 8:41:34 am",Españoles que realmente se ayudan en Suiza,1574,1,7.25,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
435,"oct 29, 2025 2:15:46 pm",Españoles que realmente se ayudan en Suiza,2380,1,9.93,1,informational,Working in Switzerland; Cost of living,Vida práctica: coste de vida
436,"oct 29, 2025 6:17:39 pm",Españoles que realmente se ayudan en Suiza,914,1,5.05,1,informational,Housing; Community life,Vivienda: alquiler y contratos
437,"oct 29, 2025 6:17:41 pm",EspaÑoles en Ginebra,914,1,5.05,1,informational,Housing; Community life,Vivienda: alquiler y contratos
438,"oct 30, 2025 8:44:07 am",Españoles que realmente se ayudan en Suiza,1807,1,8.02,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
439,"nov 01, 2025 6:58:01 am",Españoles que realmente se ayudan en Suiza,4187,1,15.96,1,informational,Swiss institutions; Immigration and permits; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
440,"nov 02, 2025 9:10:12 am",Españoles que realmente se ayudan en Suiza,2560,1,10.53,1,informational,Working in Switzerland; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
441,"nov 02, 2025 9:10:15 am",EspaÑoles en Ginebra,2534,1,10.45,1,informational,Working in Switzerland; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
442,"nov 02, 2025 1:42:06 pm",Españoles que realmente se ayudan en Suiza,1462,1,6.87,1,informational,Swiss politics,Sistema suizo: política y democracia directa
443,"nov 02, 2025 4:30:13 pm",Españoles que realmente se ayudan en Suiza,3444,1,13.48,1,informational,Working in Switzerland; Cost of living,Vida práctica: coste de vida
444,"nov 03, 2025 8:54:53 am",Españoles que realmente se ayudan en Suiza,2078,1,8.93,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Local rules in Geneva,Vida local: Ginebra (normas y multas)
445,"nov 03, 2025 9:08:02 am",EspaÑoles en Ginebra,497,1,1.66,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
446,"nov 03, 2025 8:25:02 pm",Españoles que realmente se ayudan en Suiza,1931,1,8.44,1,informational,Working in Switzerland; Swiss politics,"Trabajo: empleo, contratos y derechos"
447,"nov 04, 2025 7:51:56 am",EspaÑoles en Ginebra,394,1,1.31,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
448,"nov 04, 2025 8:40:23 am",Españoles que realmente se ayudan en Suiza,1441,1,6.80,1,informational,Working in Switzerland; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
449,"nov 04, 2025 7:45:01 pm",Españoles que realmente se ayudan en Suiza,2989,1,11.96,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Community life; Events and culture,Trámites: permisos y residencia
450,"nov 04, 2025 9:56:07 pm",Españoles que realmente se ayudan en Suiza,1036,0,5.45,1,informational,Working in Switzerland; Housing; Community life,Vivienda: alquiler y contratos
451,"nov 05, 2025 7:18:12 am",EspaÑoles en Ginebra,381,1,1.27,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
452,"nov 05, 2025 8:36:55 am",Españoles que realmente se ayudan en Suiza,1052,1,5.51,1,informational,Immigration and permits; Working in Switzerland; Housing; Community life,Trámites: permisos y residencia
453,"nov 05, 2025 1:32:57 pm",Españoles que realmente se ayudan en Suiza,1063,0,5.54,1,informational,Local rules in Geneva; Fraud alerts,Alertas: fraudes y estafas
454,"nov 05, 2025 8:38:53 pm",Españoles que realmente se ayudan en Suiza,2082,1,8.94,1,informational,Swiss institutions; Working in Switzerland; Housing; Cost of living; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
455,"nov 06, 2025 8:34:14 am",Españoles que realmente se ayudan en Suiza,1439,1,6.80,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland,Trámites: permisos y residencia
456,"nov 07, 2025 1:25:02 pm",Españoles que realmente se ayudan en Suiza,2389,1,9.96,1,informational,Housing,Vivienda: alquiler y contratos
457,"nov 07, 2025 8:40:48 pm",Españoles que realmente se ayudan en Suiza,1365,1,6.55,1,informational,Immigration and permits; Swiss politics,Trámites: permisos y residencia
458,"nov 08, 2025 8:46:51 am",Españoles que realmente se ayudan en Suiza,854,1,4.85,1,informational,Swiss politics,Sistema suizo: política y democracia directa
459,"nov 08, 2025 9:10:01 am",EspaÑoles en Ginebra,387,1,1.29,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
460,"nov 08, 2025 1:53:41 pm",Españoles que realmente se ayudan en Suiza,1105,0,5.68,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
461,"nov 09, 2025 8:40:01 am",Españoles que realmente se ayudan en Suiza,4940,1,18.47,1,informational,Working in Switzerland; Housing; Health system; Community life; Events and culture,Salud: LAMal y sistema sanitario
462,"nov 09, 2025 1:54:30 pm",Españoles que realmente se ayudan en Suiza,2010,1,8.70,1,informational,Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
463,"nov 09, 2025 8:20:18 pm",Españoles que realmente se ayudan en Suiza,1807,1,8.02,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
464,"nov 09, 2025 8:32:08 pm",EspaÑoles en Ginebra,612,1,4.04,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
465,"nov 10, 2025 8:40:02 am",Españoles que realmente se ayudan en Suiza,1896,1,8.32,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
466,"nov 10, 2025 1:28:01 pm",EspaÑoles en Ginebra,391,1,1.30,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
467,"nov 10, 2025 1:40:01 pm",Españoles que realmente se ayudan en Suiza,2003,1,8.68,1,informational,Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
468,"nov 10, 2025 5:58:02 pm",Españoles que realmente se ayudan en Suiza,214,0,0.71,0,low-density,Community life,Comunidad: vida del grupo
469,"nov 10, 2025 6:44:14 pm",Españoles que realmente se ayudan en Suiza,1067,1,5.56,1,informational,Immigration and permits; Working in Switzerland; Swiss politics,Trámites: permisos y residencia
470,"nov 10, 2025 8:35:02 pm",EspaÑoles en Ginebra,886,1,4.95,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
471,"nov 10, 2025 8:35:04 pm",Españoles que realmente se ayudan en Suiza,2027,1,8.76,1,informational,Housing; Health system,Salud: LAMal y sistema sanitario
472,"nov 11, 2025 8:40:01 am",Españoles que realmente se ayudan en Suiza,1684,1,7.61,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
473,"nov 11, 2025 1:35:02 pm",Españoles que realmente se ayudan en Suiza,2637,1,10.79,1,informational,Working in Switzerland; Community life,"Trabajo: empleo, contratos y derechos"
474,"nov 11, 2025 4:14:18 pm",EspaÑoles en Ginebra,15,1,0.05,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
475,"nov 11, 2025 8:35:14 pm",Españoles que realmente se ayudan en Suiza,1097,1,5.66,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
476,"nov 12, 2025 8:22:29 am",EspaÑoles en Ginebra,646,1,4.15,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
477,"nov 12, 2025 8:38:49 am",Españoles que realmente se ayudan en Suiza,1362,1,6.54,1,informational,Swiss institutions; Working in Switzerland; Cost of living; Health system,Salud: LAMal y sistema sanitario
478,"nov 12, 2025 1:37:55 pm",Españoles que realmente se ayudan en Suiza,907,1,5.02,1,informational,Local rules in Geneva,Vida local: Ginebra (normas y multas)
479,"nov 13, 2025 8:25:01 am",Españoles que realmente se ayudan en Suiza,4681,1,17.60,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
480,"nov 13, 2025 1:34:52 pm",Españoles que realmente se ayudan en Suiza,1234,1,6.11,1,informational,Swiss institutions; Immigration and permits,Trámites: permisos y residencia
481,"nov 13, 2025 8:25:01 pm",Españoles que realmente se ayudan en Suiza,3199,1,12.66,1,informational,Immigration and permits; Working in Switzerland; Housing; Cost of living; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
482,"nov 14, 2025 6:02:27 am",Españoles que realmente se ayudan en Suiza,1062,1,5.54,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
483,"nov 14, 2025 9:13:33 pm",Españoles que realmente se ayudan en Suiza,1867,1,8.22,1,informational,Swiss institutions; Working in Switzerland,"Trabajo: empleo, contratos y derechos"
484,"nov 15, 2025 7:36:46 am",EspaÑoles en Ginebra,359,1,1.20,0,low-density,Local rules in Geneva,Vida local: Ginebra (normas y multas)
485,"nov 15, 2025 7:50:11 am",EspaÑoles en Ginebra,523,1,1.74,0,low-density,Health system; Events and culture,Salud: LAMal y sistema sanitario
486,"nov 15, 2025 8:43:10 am",Españoles que realmente se ayudan en Suiza,2081,1,8.94,1,informational,Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
487,"nov 15, 2025 8:35:01 pm",Españoles que realmente se ayudan en Suiza,2543,1,10.48,1,informational,Swiss institutions; Working in Switzerland; Health system; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
488,"nov 16, 2025 8:44:59 am",Españoles que realmente se ayudan en Suiza,1704,1,7.68,1,informational,Swiss institutions; Swiss politics; Local rules in Geneva,Vida local: Ginebra (normas y multas)
489,"nov 16, 2025 9:10:26 am",EspaÑoles en Ginebra,1802,1,8.01,1,informational,Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
490,"nov 16, 2025 8:35:01 pm",Españoles que realmente se ayudan en Suiza,2574,1,10.58,1,informational,Swiss institutions; Local rules in Geneva,Vida local: Ginebra (normas y multas)
491,"nov 17, 2025 6:37:24 am",Españoles que realmente se ayudan en Suiza,1045,1,5.48,1,informational,Working in Switzerland; Housing; Local rules in Geneva,Vida local: Ginebra (normas y multas)
492,"nov 18, 2025 8:22:59 am",Españoles que realmente se ayudan en Suiza,1146,1,5.82,1,informational,Working in Switzerland,"Trabajo: empleo, contratos y derechos"
493,"nov 20, 2025 1:11:51 pm",Españoles que realmente se ayudan en Suiza,3404,1,13.35,1,informational,Working in Switzerland; Housing; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
494,"nov 21, 2025 8:40:01 am",Españoles que realmente se ayudan en Suiza,4318,1,16.39,1,informational,Swiss institutions; Immigration and permits; Working in Switzerland; Housing; Cost of living; Health system; Local rules in Geneva; Events and culture,Vida local: Ginebra (normas y multas)
495,"nov 21, 2025 12:38:23 pm",Españoles que realmente se ayudan en Suiza,1744,0,7.81,1,informational,(unclassified),Miscelánea (Españoles que realmente se ayudan en Suiza)
496,"nov 21, 2025 11:56:46 pm",EspaÑoles en Ginebra,19,1,0.06,0,low-density,(unclassified),Miscelánea (EspaÑoles en Ginebra)
497,"nov 22, 2025 1:49:42 pm",Españoles que realmente se ayudan en Suiza,1908,1,8.36,1,informational,Working in Switzerland; Cost of living; Local rules in Geneva,Vida local: Ginebra (normas y multas)
498,"nov 23, 2025 8:41:28 am",Españoles que realmente se ayudan en Suiza,1447,1,6.82,1,informational,Swiss institutions; Community life,Comunidad: vida del grupo
499,"nov 23, 2025 8:38:15 pm",Españoles que realmente se ayudan en Suiza,2025,1,8.75,1,informational,Swiss institutions; Working in Switzerland; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
500,"nov 24, 2025 8:27:18 pm",Españoles que realmente se ayudan en Suiza,2360,1,9.87,1,informational,Housing; Health system; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
501,"nov 25, 2025 8:41:46 am",Españoles que realmente se ayudan en Suiza,1696,1,7.65,1,informational,Working in Switzerland; Community life,"Trabajo: empleo, contratos y derechos"
502,"nov 25, 2025 9:35:24 am",EspaÑoles en Ginebra,925,0,5.08,1,informational,Swiss institutions; Working in Switzerland; Local rules in Geneva; Community life,Vida local: Ginebra (normas y multas)
503,"nov 25, 2025 8:29:16 pm",Españoles que realmente se ayudan en Suiza,2873,1,11.58,1,informational,Working in Switzerland; Housing; Health system; Local rules in Geneva,Vida local: Ginebra (normas y multas)
